2016/10/28 21:48:13 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:56:34 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:56:34 Get contact List 
2016/10/28 21:56:34 Find contact by name Timur
2016/10/28 21:56:34 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:56:34 Add contact: name - Alex, phone - 0737373737, email - Alex@gmail.com
2016/10/28 21:56:34 Add contact: name - Ivan, phone - 0733333333, email - Ivan@gmail.com
2016/10/28 21:56:34 Add contact: name - Elena, phone - 0505050505, email - Elena@gmail.com
2016/10/28 21:56:34 Add contact: name - Anya, phone - 0989898989, email - Anya@gmail.com
2016/10/28 21:56:34 Add contact: name - Yulya, phone - 0636363636, email - Yulya@gmail.com
2016/10/28 21:56:34 Add contact: name - Senya, phone - 0939393939, email - Senya@gmail.com
2016/10/28 21:56:34 Add contact: name - Serofim, phone - 0939111939, email - Serofim@gmail.com
2016/10/28 21:56:34 Add contact: name - Lyuda, phone - 0677777717, email - Lyuda@gmail.com
2016/10/28 21:56:34 Add contact: name - Anna, phone - 0677771777, email - Anna@gmail.com
2016/10/28 21:56:34 Add contact: name - Franciza, phone - 0671777777, email - Franciza@gmail.com
2016/10/28 21:56:34 Add contact: name - Gerakl, phone - 0677727777, email - Gerakl@gmail.com
2016/10/28 21:56:34 Add contact: name - Ksena, phone - 0677773777, email - Ksena@gmail.com
2016/10/28 21:56:34 Add contact: name - Richard, phone - 0677747777, email - Richard@gmail.com
2016/10/28 21:56:34 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:56:34 Add contact: name - Timur, phone - 0937721749, email - wieurw@gmail.com
2016/10/28 21:56:34 Find contact by name 
2016/10/28 21:56:34 Find contact by name Tim
2016/10/28 21:56:34 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:56:34 Add contact: name - Alex, phone - 0737373737, email - Alex@gmail.com
2016/10/28 21:56:34 Add contact: name - Ivan, phone - 0733333333, email - Ivan@gmail.com
2016/10/28 21:56:34 Add contact: name - Elena, phone - 0505050505, email - Elena@gmail.com
2016/10/28 21:56:34 Add contact: name - Anya, phone - 0989898989, email - Anya@gmail.com
2016/10/28 21:56:34 Add contact: name - Yulya, phone - 0636363636, email - Yulya@gmail.com
2016/10/28 21:56:34 Add contact: name - Senya, phone - 0939393939, email - Senya@gmail.com
2016/10/28 21:56:34 Add contact: name - Serofim, phone - 0939111939, email - Serofim@gmail.com
2016/10/28 21:56:34 Add contact: name - Lyuda, phone - 0677777717, email - Lyuda@gmail.com
2016/10/28 21:56:34 Add contact: name - Anna, phone - 0677771777, email - Anna@gmail.com
2016/10/28 21:56:34 Add contact: name - Franciza, phone - 0671777777, email - Franciza@gmail.com
2016/10/28 21:56:34 Add contact: name - Gerakl, phone - 0677727777, email - Gerakl@gmail.com
2016/10/28 21:56:34 Add contact: name - Ksena, phone - 0677773777, email - Ksena@gmail.com
2016/10/28 21:56:34 Add contact: name - Richard, phone - 0677747777, email - Richard@gmail.com
2016/10/28 21:56:34 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:56:34 Get contact List 
2016/10/28 21:56:34 Get contact List 
2016/10/28 21:56:34 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:56:34 Add contact: name - Alex, phone - 0737373737, email - Alex@gmail.com
2016/10/28 21:56:34 Add contact: name - Ivan, phone - 0733333333, email - Ivan@gmail.com
2016/10/28 21:56:34 Add contact: name - Elena, phone - 0505050505, email - Elena@gmail.com
2016/10/28 21:56:34 Add contact: name - Anya, phone - 0989898989, email - Anya@gmail.com
2016/10/28 21:56:34 Add contact: name - Yulya, phone - 0636363636, email - Yulya@gmail.com
2016/10/28 21:56:34 Add contact: name - Senya, phone - 0939393939, email - Senya@gmail.com
2016/10/28 21:56:34 Add contact: name - Serofim, phone - 0939111939, email - Serofim@gmail.com
2016/10/28 21:56:34 Add contact: name - Lyuda, phone - 0677777717, email - Lyuda@gmail.com
2016/10/28 21:56:34 Add contact: name - Anna, phone - 0677771777, email - Anna@gmail.com
2016/10/28 21:56:34 Add contact: name - Franciza, phone - 0671777777, email - Franciza@gmail.com
2016/10/28 21:56:34 Add contact: name - Gerakl, phone - 0677727777, email - Gerakl@gmail.com
2016/10/28 21:56:34 Add contact: name - Ksena, phone - 0677773777, email - Ksena@gmail.com
2016/10/28 21:56:34 Add contact: name - Richard, phone - 0677747777, email - Richard@gmail.com
2016/10/28 21:56:34 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:56:34 Get contact List Kievstar operator 
2016/10/28 21:56:34 Get contact List 
2016/10/28 21:59:54 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:59:54 Add contact: name - Alex, phone - 0737373737, email - Alex@gmail.com
2016/10/28 21:59:54 Add contact: name - Ivan, phone - 0733333333, email - Ivan@gmail.com
2016/10/28 21:59:54 Add contact: name - Elena, phone - 0505050505, email - Elena@gmail.com
2016/10/28 21:59:54 Add contact: name - Anya, phone - 0989898989, email - Anya@gmail.com
2016/10/28 21:59:54 Add contact: name - Yulya, phone - 0636363636, email - Yulya@gmail.com
2016/10/28 21:59:54 Add contact: name - Senya, phone - 0939393939, email - Senya@gmail.com
2016/10/28 21:59:54 Add contact: name - Serofim, phone - 0939111939, email - Serofim@gmail.com
2016/10/28 21:59:54 Add contact: name - Lyuda, phone - 0677777717, email - Lyuda@gmail.com
2016/10/28 21:59:54 Add contact: name - Anna, phone - 0677771777, email - Anna@gmail.com
2016/10/28 21:59:54 Add contact: name - Franciza, phone - 0671777777, email - Franciza@gmail.com
2016/10/28 21:59:54 Add contact: name - Gerakl, phone - 0677727777, email - Gerakl@gmail.com
2016/10/28 21:59:54 Add contact: name - Ksena, phone - 0677773777, email - Ksena@gmail.com
2016/10/28 21:59:54 Add contact: name - Richard, phone - 0677747777, email - Richard@gmail.com
2016/10/28 21:59:54 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:59:54 Add contact: name - Smit, phone - 0937721749, email - wieurw@gmail.com
2016/10/28 21:59:54 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:59:54 Add contact: name - Alex, phone - 0737373737, email - Alex@gmail.com
2016/10/28 21:59:54 Add contact: name - Ivan, phone - 0733333333, email - Ivan@gmail.com
2016/10/28 21:59:54 Add contact: name - Elena, phone - 0505050505, email - Elena@gmail.com
2016/10/28 21:59:54 Add contact: name - Anya, phone - 0989898989, email - Anya@gmail.com
2016/10/28 21:59:54 Add contact: name - Yulya, phone - 0636363636, email - Yulya@gmail.com
2016/10/28 21:59:54 Add contact: name - Senya, phone - 0939393939, email - Senya@gmail.com
2016/10/28 21:59:54 Add contact: name - Serofim, phone - 0939111939, email - Serofim@gmail.com
2016/10/28 21:59:54 Add contact: name - Lyuda, phone - 0677777717, email - Lyuda@gmail.com
2016/10/28 21:59:54 Add contact: name - Anna, phone - 0677771777, email - Anna@gmail.com
2016/10/28 21:59:54 Add contact: name - Franciza, phone - 0671777777, email - Franciza@gmail.com
2016/10/28 21:59:54 Add contact: name - Gerakl, phone - 0677727777, email - Gerakl@gmail.com
2016/10/28 21:59:54 Add contact: name - Ksena, phone - 0677773777, email - Ksena@gmail.com
2016/10/28 21:59:54 Add contact: name - Richard, phone - 0677747777, email - Richard@gmail.com
2016/10/28 21:59:54 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:59:54 Call function save Data Base 
2016/10/28 21:59:54 Call function load Data Base 
2016/10/28 21:59:54 Get contact List 
2016/10/28 21:59:54 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:59:54 Add contact: name - Alex, phone - 0737373737, email - Alex@gmail.com
2016/10/28 21:59:54 Add contact: name - Ivan, phone - 0733333333, email - Ivan@gmail.com
2016/10/28 21:59:54 Add contact: name - Elena, phone - 0505050505, email - Elena@gmail.com
2016/10/28 21:59:54 Add contact: name - Anya, phone - 0989898989, email - Anya@gmail.com
2016/10/28 21:59:54 Add contact: name - Yulya, phone - 0636363636, email - Yulya@gmail.com
2016/10/28 21:59:54 Add contact: name - Senya, phone - 0939393939, email - Senya@gmail.com
2016/10/28 21:59:54 Add contact: name - Serofim, phone - 0939111939, email - Serofim@gmail.com
2016/10/28 21:59:54 Add contact: name - Lyuda, phone - 0677777717, email - Lyuda@gmail.com
2016/10/28 21:59:54 Add contact: name - Anna, phone - 0677771777, email - Anna@gmail.com
2016/10/28 21:59:54 Add contact: name - Franciza, phone - 0671777777, email - Franciza@gmail.com
2016/10/28 21:59:54 Add contact: name - Gerakl, phone - 0677727777, email - Gerakl@gmail.com
2016/10/28 21:59:54 Add contact: name - Ksena, phone - 0677773777, email - Ksena@gmail.com
2016/10/28 21:59:54 Add contact: name - Richard, phone - 0677747777, email - Richard@gmail.com
2016/10/28 21:59:54 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:59:54 Get contact List 
2016/10/28 21:59:54 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:59:54 Add contact: name - Alex, phone - 0737373737, email - Alex@gmail.com
2016/10/28 21:59:54 Add contact: name - Ivan, phone - 0733333333, email - Ivan@gmail.com
2016/10/28 21:59:54 Add contact: name - Elena, phone - 0505050505, email - Elena@gmail.com
2016/10/28 21:59:54 Add contact: name - Anya, phone - 0989898989, email - Anya@gmail.com
2016/10/28 21:59:54 Add contact: name - Yulya, phone - 0636363636, email - Yulya@gmail.com
2016/10/28 21:59:54 Add contact: name - Senya, phone - 0939393939, email - Senya@gmail.com
2016/10/28 21:59:54 Add contact: name - Serofim, phone - 0939111939, email - Serofim@gmail.com
2016/10/28 21:59:54 Add contact: name - Lyuda, phone - 0677777717, email - Lyuda@gmail.com
2016/10/28 21:59:54 Add contact: name - Anna, phone - 0677771777, email - Anna@gmail.com
2016/10/28 21:59:54 Add contact: name - Franciza, phone - 0671777777, email - Franciza@gmail.com
2016/10/28 21:59:54 Add contact: name - Gerakl, phone - 0677727777, email - Gerakl@gmail.com
2016/10/28 21:59:54 Add contact: name - Ksena, phone - 0677773777, email - Ksena@gmail.com
2016/10/28 21:59:54 Add contact: name - Richard, phone - 0677747777, email - Richard@gmail.com
2016/10/28 21:59:54 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:59:54 Call function save Data Base 
2016/10/28 21:59:54 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:59:54 Add contact: name - Alex, phone - 0737373737, email - Alex@gmail.com
2016/10/28 21:59:54 Add contact: name - Ivan, phone - 0733333333, email - Ivan@gmail.com
2016/10/28 21:59:54 Add contact: name - Elena, phone - 0505050505, email - Elena@gmail.com
2016/10/28 21:59:54 Add contact: name - Anya, phone - 0989898989, email - Anya@gmail.com
2016/10/28 21:59:54 Add contact: name - Yulya, phone - 0636363636, email - Yulya@gmail.com
2016/10/28 21:59:54 Add contact: name - Senya, phone - 0939393939, email - Senya@gmail.com
2016/10/28 21:59:54 Add contact: name - Serofim, phone - 0939111939, email - Serofim@gmail.com
2016/10/28 21:59:54 Add contact: name - Lyuda, phone - 0677777717, email - Lyuda@gmail.com
2016/10/28 21:59:54 Add contact: name - Anna, phone - 0677771777, email - Anna@gmail.com
2016/10/28 21:59:54 Add contact: name - Franciza, phone - 0671777777, email - Franciza@gmail.com
2016/10/28 21:59:54 Add contact: name - Gerakl, phone - 0677727777, email - Gerakl@gmail.com
2016/10/28 21:59:54 Add contact: name - Ksena, phone - 0677773777, email - Ksena@gmail.com
2016/10/28 21:59:54 Add contact: name - Richard, phone - 0677747777, email - Richard@gmail.com
2016/10/28 21:59:54 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:59:54 Get contact List Life operator 
2016/10/28 21:59:54 Get contact List 
2016/10/28 21:59:54 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:59:54 Add contact: name - Alex, phone - 0737373737, email - Alex@gmail.com
2016/10/28 21:59:54 Add contact: name - Ivan, phone - 0733333333, email - Ivan@gmail.com
2016/10/28 21:59:54 Add contact: name - Elena, phone - 0505050505, email - Elena@gmail.com
2016/10/28 21:59:54 Add contact: name - Anya, phone - 0989898989, email - Anya@gmail.com
2016/10/28 21:59:54 Add contact: name - Yulya, phone - 0636363636, email - Yulya@gmail.com
2016/10/28 21:59:54 Add contact: name - Senya, phone - 0939393939, email - Senya@gmail.com
2016/10/28 21:59:54 Add contact: name - Serofim, phone - 0939111939, email - Serofim@gmail.com
2016/10/28 21:59:54 Add contact: name - Lyuda, phone - 0677777717, email - Lyuda@gmail.com
2016/10/28 21:59:54 Add contact: name - Anna, phone - 0677771777, email - Anna@gmail.com
2016/10/28 21:59:54 Add contact: name - Franciza, phone - 0671777777, email - Franciza@gmail.com
2016/10/28 21:59:54 Add contact: name - Gerakl, phone - 0677727777, email - Gerakl@gmail.com
2016/10/28 21:59:54 Add contact: name - Ksena, phone - 0677773777, email - Ksena@gmail.com
2016/10/28 21:59:54 Add contact: name - Richard, phone - 0677747777, email - Richard@gmail.com
2016/10/28 21:59:54 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:59:54 Get contact List 
2016/10/28 21:59:54 Get Date Base 
2016/10/28 21:59:54 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:59:54 Add contact: name - Alex, phone - 0737373737, email - Alex@gmail.com
2016/10/28 21:59:54 Add contact: name - Ivan, phone - 0733333333, email - Ivan@gmail.com
2016/10/28 21:59:54 Add contact: name - Elena, phone - 0505050505, email - Elena@gmail.com
2016/10/28 21:59:54 Add contact: name - Anya, phone - 0989898989, email - Anya@gmail.com
2016/10/28 21:59:54 Add contact: name - Yulya, phone - 0636363636, email - Yulya@gmail.com
2016/10/28 21:59:54 Add contact: name - Senya, phone - 0939393939, email - Senya@gmail.com
2016/10/28 21:59:54 Add contact: name - Serofim, phone - 0939111939, email - Serofim@gmail.com
2016/10/28 21:59:54 Add contact: name - Lyuda, phone - 0677777717, email - Lyuda@gmail.com
2016/10/28 21:59:54 Add contact: name - Anna, phone - 0677771777, email - Anna@gmail.com
2016/10/28 21:59:54 Add contact: name - Franciza, phone - 0671777777, email - Franciza@gmail.com
2016/10/28 21:59:54 Add contact: name - Gerakl, phone - 0677727777, email - Gerakl@gmail.com
2016/10/28 21:59:54 Add contact: name - Ksena, phone - 0677773777, email - Ksena@gmail.com
2016/10/28 21:59:54 Add contact: name - Richard, phone - 0677747777, email - Richard@gmail.com
2016/10/28 21:59:54 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:59:54 Get contact List MTS operator 
2016/10/28 21:59:54 Get contact List 
2016/10/28 21:59:54 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:59:54 Add contact: name - Alex, phone - 0737373737, email - Alex@gmail.com
2016/10/28 21:59:54 Add contact: name - Ivan, phone - 0733333333, email - Ivan@gmail.com
2016/10/28 21:59:54 Add contact: name - Elena, phone - 0505050505, email - Elena@gmail.com
2016/10/28 21:59:54 Add contact: name - Anya, phone - 0989898989, email - Anya@gmail.com
2016/10/28 21:59:54 Add contact: name - Yulya, phone - 0636363636, email - Yulya@gmail.com
2016/10/28 21:59:54 Add contact: name - Senya, phone - 0939393939, email - Senya@gmail.com
2016/10/28 21:59:54 Add contact: name - Serofim, phone - 0939111939, email - Serofim@gmail.com
2016/10/28 21:59:54 Add contact: name - Lyuda, phone - 0677777717, email - Lyuda@gmail.com
2016/10/28 21:59:54 Add contact: name - Anna, phone - 0677771777, email - Anna@gmail.com
2016/10/28 21:59:54 Add contact: name - Franciza, phone - 0671777777, email - Franciza@gmail.com
2016/10/28 21:59:54 Add contact: name - Gerakl, phone - 0677727777, email - Gerakl@gmail.com
2016/10/28 21:59:54 Add contact: name - Ksena, phone - 0677773777, email - Ksena@gmail.com
2016/10/28 21:59:54 Add contact: name - Richard, phone - 0677747777, email - Richard@gmail.com
2016/10/28 21:59:54 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:59:54 Get contact List 
2016/10/28 21:59:54 Find contact by name Timur
2016/10/28 21:59:54 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:59:54 Add contact: name - Alex, phone - 0737373737, email - Alex@gmail.com
2016/10/28 21:59:54 Add contact: name - Ivan, phone - 0733333333, email - Ivan@gmail.com
2016/10/28 21:59:54 Add contact: name - Elena, phone - 0505050505, email - Elena@gmail.com
2016/10/28 21:59:54 Add contact: name - Anya, phone - 0989898989, email - Anya@gmail.com
2016/10/28 21:59:54 Add contact: name - Yulya, phone - 0636363636, email - Yulya@gmail.com
2016/10/28 21:59:54 Add contact: name - Senya, phone - 0939393939, email - Senya@gmail.com
2016/10/28 21:59:54 Add contact: name - Serofim, phone - 0939111939, email - Serofim@gmail.com
2016/10/28 21:59:54 Add contact: name - Lyuda, phone - 0677777717, email - Lyuda@gmail.com
2016/10/28 21:59:54 Add contact: name - Anna, phone - 0677771777, email - Anna@gmail.com
2016/10/28 21:59:54 Add contact: name - Franciza, phone - 0671777777, email - Franciza@gmail.com
2016/10/28 21:59:54 Add contact: name - Gerakl, phone - 0677727777, email - Gerakl@gmail.com
2016/10/28 21:59:54 Add contact: name - Ksena, phone - 0677773777, email - Ksena@gmail.com
2016/10/28 21:59:54 Add contact: name - Richard, phone - 0677747777, email - Richard@gmail.com
2016/10/28 21:59:54 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:59:54 Add contact: name - Timur, phone - 0937721749, email - wieurw@gmail.com
2016/10/28 21:59:54 Find contact by name 
2016/10/28 21:59:54 Find contact by name Tim
2016/10/28 21:59:54 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:59:54 Add contact: name - Alex, phone - 0737373737, email - Alex@gmail.com
2016/10/28 21:59:54 Add contact: name - Ivan, phone - 0733333333, email - Ivan@gmail.com
2016/10/28 21:59:54 Add contact: name - Elena, phone - 0505050505, email - Elena@gmail.com
2016/10/28 21:59:54 Add contact: name - Anya, phone - 0989898989, email - Anya@gmail.com
2016/10/28 21:59:54 Add contact: name - Yulya, phone - 0636363636, email - Yulya@gmail.com
2016/10/28 21:59:54 Add contact: name - Senya, phone - 0939393939, email - Senya@gmail.com
2016/10/28 21:59:54 Add contact: name - Serofim, phone - 0939111939, email - Serofim@gmail.com
2016/10/28 21:59:54 Add contact: name - Lyuda, phone - 0677777717, email - Lyuda@gmail.com
2016/10/28 21:59:54 Add contact: name - Anna, phone - 0677771777, email - Anna@gmail.com
2016/10/28 21:59:54 Add contact: name - Franciza, phone - 0671777777, email - Franciza@gmail.com
2016/10/28 21:59:54 Add contact: name - Gerakl, phone - 0677727777, email - Gerakl@gmail.com
2016/10/28 21:59:54 Add contact: name - Ksena, phone - 0677773777, email - Ksena@gmail.com
2016/10/28 21:59:54 Add contact: name - Richard, phone - 0677747777, email - Richard@gmail.com
2016/10/28 21:59:54 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:59:54 Get contact List 
2016/10/28 21:59:54 Get contact List 
2016/10/28 21:59:54 Add contact: name - Sergey, phone - 0677777777, email - Sergey@gmail.com
2016/10/28 21:59:54 Add contact: name - Alex, phone - 0737373737, email - Alex@gmail.com
2016/10/28 21:59:54 Add contact: name - Ivan, phone - 0733333333, email - Ivan@gmail.com
2016/10/28 21:59:54 Add contact: name - Elena, phone - 0505050505, email - Elena@gmail.com
2016/10/28 21:59:54 Add contact: name - Anya, phone - 0989898989, email - Anya@gmail.com
2016/10/28 21:59:54 Add contact: name - Yulya, phone - 0636363636, email - Yulya@gmail.com
2016/10/28 21:59:54 Add contact: name - Senya, phone - 0939393939, email - Senya@gmail.com
2016/10/28 21:59:54 Add contact: name - Serofim, phone - 0939111939, email - Serofim@gmail.com
2016/10/28 21:59:54 Add contact: name - Lyuda, phone - 0677777717, email - Lyuda@gmail.com
2016/10/28 21:59:54 Add contact: name - Anna, phone - 0677771777, email - Anna@gmail.com
2016/10/28 21:59:54 Add contact: name - Franciza, phone - 0671777777, email - Franciza@gmail.com
2016/10/28 21:59:54 Add contact: name - Gerakl, phone - 0677727777, email - Gerakl@gmail.com
2016/10/28 21:59:54 Add contact: name - Ksena, phone - 0677773777, email - Ksena@gmail.com
2016/10/28 21:59:54 Add contact: name - Richard, phone - 0677747777, email - Richard@gmail.com
2016/10/28 21:59:54 Add contact: name - Samson, phone - 0677747177, email - Samson@gmail.com
2016/10/28 21:59:54 Get contact List Kievstar operator 
2016/10/28 21:59:54 Get contact List 
